1,-1.0364508628845215,2.156496524810791,0.8743330240249634,0,0,255
2,-1.0991772413253784,2.22428035736084,0.8743330240249634,0,0,254
3,-1.1583747863769531,2.295168876647949,0.8743330240249634,2,0,252
4,-1.2138283252716064,2.3690359592437744,0.8743330240249634,6,0,248
5,-1.2640740871429443,2.4465267658233643,0.8743330240249634,10,0,244
6,-1.3098288774490356,2.526742935180664,0.8743330240249634,16,0,238
7,-1.350997805595398,2.6093873977661133,0.8743330240249634,24,0,230
8,-1.386728048324585,2.6945276260375977,0.8743330240249634,32,0,222
9,-1.4162219762802124,2.7820167541503906,0.8743330240249634,42,0,212
10,-1.438896894454956,2.87150239944458,0.8743330240249634,53,0,201
11,-1.4545598030090332,2.9624781608581543,0.8743330240249634,65,0,189
12,-1.4633773565292358,3.0543901920318604,0.8743330240249634,78,0,176
13,-1.466690182685852,3.1467292308807373,0.8743330240249634,91,0,163
14,-1.466690182685852,3.239165782928467,0.8743330240249634,105,0,149
15,-1.4633774757385254,3.3315048217773438,0.8743330240249634,120,0,134
16,-1.4545599222183228,3.423417091369629,0.8743330240249634,134,0,120
17,-1.4388967752456665,3.514392614364624,0.8743330240249634,149,0,105
18,-1.4162219762802124,3.6038784980773926,0.8743330240249634,163,0,91
19,-1.3867281675338745,3.6913676261901855,0.8743330240249634,176,0,78
20,-1.350997805595398,3.776507616043091,0.8743330240249634,189,0,65
21,-1.3098289966583252,3.859152317047119,0.8743330240249634,201,0,53
22,-1.2640742063522339,3.939368486404419,0.8743330240249634,212,0,42
23,-1.213828682899475,4.016859531402588,0.8743330240249634,222,0,32
24,-1.1583749055862427,4.090726375579834,0.8743330240249634,230,0,24
25,-1.0991774797439575,4.161614894866943,0.8743330240249634,238,0,16
26,-1.036450982093811,4.229398727416992,0.8743330240249634,244,0,10
27,-0.9686675071716309,4.292125225067139,0.8743330240249634,248,0,6
28,-0.8977786302566528,4.351322650909424,0.8743330240249634,252,0,2
29,-0.8239114284515381,4.406776428222656,0.8743330240249634,254,0,0
30,-0.7464207410812378,4.457021713256836,0.8743330240249634,255,0,0
31,-0.6662044525146484,4.502777099609375,0.8743330240249634,254,0,0
32,-0.5835599899291992,4.543945789337158,0.8743330240249634,254,0,0
33,-0.49842020869255066,4.579676151275635,0.8743330240249634,254,2,1
34,-0.4109309911727905,4.609169960021973,0.8743330240249634,254,3,3
35,-0.3214454650878906,4.631844520568848,0.8743330240249634,254,5,4
36,-0.23046988248825073,4.647507667541504,0.8743330240249634,253,8,6
37,-0.1385575383901596,4.656325340270996,0.8743330240249634,253,11,9
38,-0.046218566596508026,4.659638404846191,0.8743330240249634,252,14,12
39,0.04621773585677147,4.659638404846191,0.8743330240249634,251,18,15
40,0.1385566145181656,4.656325817108154,0.8743330240249634,251,22,18
41,0.23046906292438507,4.647508144378662,0.8743330240249634,250,27,22
42,0.32144469022750854,4.631844997406006,0.8743330240249634,249,32,27
43,0.4109301269054413,4.609169960021973,0.8743330240249634,248,38,31
44,0.4984190762042999,4.579676151275635,0.8743330240249634,247,44,36
45,0.5835593938827515,4.543946266174316,0.8743330240249634,246,50,42
46,0.6662038564682007,4.502777576446533,0.8743330240249634,245,56,47
47,0.7464206218719482,4.457022666931152,0.8743330240249634,244,63,53
48,0.823911190032959,4.4067769050598145,0.8743330240249634,243,71,59
49,0.8977783918380737,4.351323127746582,0.8743330240249634,241,78,65
50,0.9686670303344727,4.292125701904297,0.8743330240249634,240,86,72
51,1.0364505052566528,4.22939920425415,0.8743330240249634,239,94,78
52,1.0991768836975098,4.16161584854126,0.8743330240249634,237,102,85
53,1.1583741903305054,4.09072732925415,0.8743330240249634,236,110,92
54,1.2138277292251587,4.016860485076904,0.8743330240249634,235,119,99
55,1.2640737295150757,3.9393692016601562,0.8743330240249634,233,127,106
56,1.309828758239746,3.8591532707214355,0.8743330240249634,232,135,113
57,1.3509976863861084,3.7765090465545654,0.8743330240249634,230,144,120
